V,I,V_in,I_in,I_sps,V_sps
0,-0.0009,-1.951933,-0.0008999704,7864314.0,0.0
0,-0.0009,-1.951929,-0.0008999706,7859905.0,0.0
0,-0.0009,-1.951927,-0.0008999704,7871941.0,0.0
0,-0.0009,-1.951921,-0.0008999705,7871628.0,0.0
0,-0.0009,-1.951917,-0.0008999712,7874466.0,0.0
0,-0.0009,-1.951914,-0.0008999711,7869749.0,0.0
0,-0.0009,-1.951911,-0.0008999707,7870458.0,0.0
0,-0.0009,-1.951909,-0.0008999709,7867500.0,0.0
0,-0.0009,-1.95191,-0.0008999705,7865129.0,0.0
0,-0.0007999999999999999,-1.735021,-0.0007999719,7026160.0,0.0
0,-0.0007999999999999999,-1.735022,-0.0007999719,7031523.0,0.0
0,-0.0007999999999999999,-1.735021,-0.0007999722,7032454.0,0.0
0,-0.0007999999999999999,-1.735023,-0.0007999715,7035206.0,0.0
0,-0.0007999999999999999,-1.735019,-0.0007999709,7024998.0,0.0
0,-0.0007999999999999999,-1.735018,-0.000799972,7031132.0,0.0
0,-0.0007999999999999999,-1.735019,-0.0007999722,7029875.0,0.0
0,-0.0007999999999999999,-1.735019,-0.0007999719,7029348.0,0.0
0,-0.0007999999999999999,-1.735018,-0.0007999723,7031023.0,0.0
0,-0.0007999999999999999,-1.735017,-0.0007999707,7032447.0,0.0
0,-0.0006999999999999999,-1.518172,-0.000699984,6188444.0,0.0
0,-0.0006999999999999999,-1.518171,-0.0006999844,6186294.0,0.0
0,-0.0006999999999999999,-1.518171,-0.0006999843,6184451.0,0.0
0,-0.0006999999999999999,-1.518171,-0.0006999848,6184542.0,0.0
0,-0.0006999999999999999,-1.518171,-0.0006999848,6191900.0,0.0
0,-0.0006999999999999999,-1.518169,-0.0006999846,6188818.0,0.0
0,-0.0006999999999999999,-1.518169,-0.0006999844,6188973.0,0.0
0,-0.0006999999999999999,-1.518167,-0.000699984,6195072.0,0.0
0,-0.0006999999999999999,-1.518168,-0.0006999841,6190741.0,0.0
0,-0.0006999999999999999,-1.518171,-0.0006999845,6190462.0,0.0
0,-0.0005999999999999998,-1.301308,-0.0005999841,5356304.0,0.0
0,-0.0005999999999999998,-1.301309,-0.0005999845,5346743.0,0.0
0,-0.0005999999999999998,-1.301309,-0.0005999839,5352147.0,0.0
0,-0.0005999999999999998,-1.30131,-0.0005999842,5347473.0,0.0
0,-0.0005999999999999998,-1.301309,-0.0005999845,5351622.0,0.0
0,-0.0005999999999999998,-1.301311,-0.0005999841,5354667.0,0.0
0,-0.0005999999999999998,-1.301309,-0.0005999843,5343679.0,0.0
0,-0.0005999999999999998,-1.301309,-0.0005999839,5348140.0,0.0
0,-0.0005999999999999998,-1.301307,-0.0005999841,5355460.0,0.0
0,-0.0005999999999999998,-1.30131,-0.0005999843,5348896.0,0.0
0,-0.0004999999999999998,-1.084426,-0.0004999817,4499014.0,0.0
0,-0.0004999999999999998,-1.08443,-0.0004999827,4507758.0,0.0
0,-0.0004999999999999998,-1.084428,-0.0004999823,4517737.0,0.0
0,-0.0004999999999999998,-1.08443,-0.0004999824,4498048.0,0.0
0,-0.0004999999999999998,-1.08443,-0.0004999827,4508062.0,0.0
0,-0.0004999999999999998,-1.08443,-0.0004999822,4510645.0,0.0
0,-0.0004999999999999998,-1.08443,-0.0004999825,4492860.0,0.0
0,-0.0004999999999999998,-1.084432,-0.0004999823,4502960.0,0.0
0,-0.0004999999999999998,-1.084435,-0.0004999824,4502625.0,0.0
0,-0.0004999999999999998,-1.084431,-0.0004999828,4513199.0,0.0
0,-0.0003999999999999998,-0.8675514,-0.0003999815,3667502.0,0.0
0,-0.0003999999999999998,-0.8675513,-0.0003999824,3664552.0,0.0
0,-0.0003999999999999998,-0.8675523,-0.0003999821,3662815.0,0.0
0,-0.0003999999999999998,-0.8675527,-0.0003999827,3673534.0,0.0
0,-0.0003999999999999998,-0.8675533,-0.0003999822,3668581.0,0.0
0,-0.0003999999999999998,-0.8675525,-0.0003999819,3668455.0,0.0
0,-0.0003999999999999998,-0.8675562,-0.0003999824,3661315.0,0.0
0,-0.0003999999999999998,-0.8675551,-0.0003999822,3670586.0,0.0
0,-0.0003999999999999998,-0.8675545,-0.0003999823,3663791.0,0.0
0,-0.0003999999999999998,-0.8675564,-0.0003999824,3661604.0,0.0
0,-0.0002999999999999998,-0.650656,-0.0002999771,2820348.0,0.0
0,-0.0002999999999999998,-0.6506572,-0.0002999769,2819724.0,0.0
0,-0.0002999999999999998,-0.6506562,-0.0002999768,2819996.0,0.0
0,-0.0002999999999999998,-0.6506554,-0.0002999769,2820144.0,0.0
0,-0.0002999999999999998,-0.6506569,-0.0002999768,2816340.0,0.0
0,-0.0002999999999999998,-0.6506554,-0.0002999772,2831818.0,0.0
0,-0.0002999999999999998,-0.6506553,-0.0002999766,2825629.0,0.0
0,-0.0002999999999999998,-0.6506557,-0.0002999768,2824580.0,0.0
0,-0.0002999999999999998,-0.6506553,-0.0002999773,2819895.0,0.0
0,-0.0002999999999999998,-0.6506557,-0.0002999769,2823445.0,0.0
0,-0.00019999999999999982,-0.4338016,-0.0001999951,1988689.0,0.0
0,-0.00019999999999999982,-0.4338005,-0.0001999949,1988665.0,0.0
0,-0.00019999999999999982,-0.4338011,-0.0001999949,1972153.0,0.0
0,-0.00019999999999999982,-0.4338011,-0.0001999945,1985433.0,0.0
0,-0.00019999999999999982,-0.4338007,-0.0001999947,1981688.0,0.0
0,-0.00019999999999999982,-0.4338004,-0.0001999945,1991762.0,0.0
0,-0.00019999999999999982,-0.4338005,-0.0001999944,1990329.0,0.0
0,-0.00019999999999999982,-0.4338012,-0.000199994,1983045.0,0.0
0,-0.00019999999999999982,-0.4338022,-0.0001999942,1983091.0,0.0
0,-0.00019999999999999982,-0.4338028,-0.0001999942,1985595.0,0.0
0,-9.999999999999982e-05,-0.2169083,-9.999828e-05,1136466.0,0.0
0,-9.999999999999982e-05,-0.2169078,-9.999831e-05,1135050.0,0.0
0,-9.999999999999982e-05,-0.2169081,-9.999837e-05,1141004.0,0.0
0,-9.999999999999982e-05,-0.2169083,-9.999835e-05,1133754.0,0.0
0,-9.999999999999982e-05,-0.2169088,-9.999832e-05,1134664.0,0.0
0,-9.999999999999982e-05,-0.2169087,-9.999836e-05,1148618.0,0.0
0,-9.999999999999982e-05,-0.2169082,-9.999838e-05,1128186.0,0.0
0,-9.999999999999982e-05,-0.2169088,-9.999838e-05,1141375.0,0.0
0,-9.999999999999982e-05,-0.2169093,-9.999829e-05,1137445.0,0.0
0,-9.999999999999982e-05,-0.2169093,-9.999835e-05,1145388.0,0.0
0,1.8973538018496328e-19,-2.087311e-05,4.603946e-12,302357.0,0.0
0,1.8973538018496328e-19,-2.169447e-05,4.83366e-12,298908.0,0.0
0,1.8973538018496328e-19,-2.196821e-05,4.221061e-12,295918.0,0.0
0,1.8973538018496328e-19,-2.224202e-05,4.221059e-12,297324.0,0.0
0,1.8973538018496328e-19,-2.196822e-05,4.910244e-12,302733.0,0.0
0,1.8973538018496328e-19,-2.237889e-05,4.067899e-12,301093.0,0.0
0,1.8973538018496328e-19,-2.196825e-05,4.450789e-12,298543.0,0.0
0,1.8973538018496328e-19,-2.196823e-05,4.374213e-12,302755.0,0.0
0,1.8973538018496328e-19,-2.169448e-05,4.680516e-12,304476.0,0.0
